DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
254024,254024,0.500000,UT,,17:20:10 08-Apr-2024,17:18:56 08-Apr-2024,-73,2,36.9483,-122.0651,CRC,,,,494,3.550,,,19.40,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,0,31,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,17:20:26 08-Apr-2024,,2,36.9483,-122.0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,7311
254024,254024,0.500000,UT,,,17:21:56 08-Apr-2024,,2,36.9483,-122.0651,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,17:23:26 08-Apr-2024,,2,36.9483,-122.0651,,,,,,,,,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,17:33:45 08-Apr-2024,,B,36.9541,-122.0595,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,17:35:15 08-Apr-2024,,B,36.9541,-122.0595,,,,,,3.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,16:02:15 11-Sep-2024,,1,36.9499,-122.0771,,,,,,3.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,1.00b,,16:03:45 11-Sep-2024,,1,36.9499,-122.0771,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,16:05:15 11-Sep-2024,16:05:15 11-Sep-2024,0,1,36.9499,-122.0771,CRC,,,,540,3.500,,,19.65,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,0,57,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,16:08:13 11-Sep-2024,,1,36.9499,-122.0771,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254024,254024,0.500000,UT,,,16:09:43 11-Sep-2024,,1,36.9499,-122.0771,,,,,,,,,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
