DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
254030,254030,0.500000,UT,00:00:00 08-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 10-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 11-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 12-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 16-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 18-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 20-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 28-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 29-Apr-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 02-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 04-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 05-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 06-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 09-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 10-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 11-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 12-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 13-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 15-May-2024,,,,0.000000,0.000000,Status,,,
254030,254030,0.500000,UT,00:00:00 16-May-2024,,,,0.000000,0.000000,Status,,,
